Operator Name,Operator ID,Operator Type,State,Total Main Miles,Main Mileage Average Age,Main Miles over 50 Years Old,Main Miles Built in Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
ZIA NATURAL GAS CO,25000,Privately Owned,TX,4.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ZIA NATURAL GAS CO,25000,Privately Owned,NM,1600.0,29.0,314,0.0,0.0,0.0,25.0,261.0,190.0,183.0,292.0,369.0,264.0,16.0
"YORK GAS DEPT, CITY OF",24040,Municipal Owned,AL,41.0,55.0,28,0.0,0.0,0.0,23.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0
YORK COUNTY NATURAL GAS AUTH,24030,Municipal Owned,SC,1816.35,23.0,93,28.33,0.0,0.0,27.88,53.24,80.76,259.69,565.95,486.96,279.71,33.83
YANKEE GAS SERVICES CO,24015,Investor Owned,CT,3509.7,35.0,839,367.38,134.4,35.66,133.78,588.56,308.67,476.38,444.47,439.71,518.91,61.8
YALE WATER & SEWER TRUST,24010,Municipal Owned,OK,23.0,30.0,5,0.0,0.0,0.0,0.0,5.0,1.0,0.0,11.0,6.0,0.0,0.0
WYOMING GAS CO,22917,Privately Owned,WY,308.5,26.0,27,0.0,0.0,0.0,0.0,23.5,24.0,49.0,99.0,71.0,42.0,0.0
"WRENS NATURAL GAS SYSTEM, CITY OF",22903,Municipal Owned,GA,54.3,9.0,0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,13.4,0.0
"WOODVILLE, TOWN OF",22882,Municipal Owned,MS,24.0,0.0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WOODVILLE, CITY OF",22873,Municipal Owned,TX,43.0,32.0,1,0.0,0.0,0.0,0.0,1.0,0.0,34.0,3.0,0.0,5.0,0.0
WOODSBORO NATURAL GAS CORP,22868,Privately Owned,TX,15.245,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.245
WOODBINE MUNICIPLE NATURAL GAS SYSTEM,22833,Municipal Owned,IA,10.4,49.0,8,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.2,0.2
WISCONSIN PUBLIC SERVICE CORP,22791,Investor Owned,WI,8349.0,28.0,1281,0.0,0.0,2.0,65.0,1076.0,908.0,658.0,2955.0,1318.0,1278.0,89.0
ALLIANT ENERGY - WISCONSIN POWER & LIGHT CO,22784,Investor Owned,WI,4798.59,27.0,856,1.6,0.3,0.29,91.75,698.87,433.71,530.56,1106.12,742.66,1117.88,74.86
WISCONSIN ELECTRIC POWER COMPANY DBA WE ENERGIES,22777,Investor Owned,WI,9448.0,33.0,2334,0.0,0.0,5.0,282.0,1824.0,1454.0,1064.0,2406.0,1404.0,913.0,96.0
"WISNER, CITY OF",22769,Municipal Owned,NE,12.869,46.0,8,0.0,0.0,0.0,6.531,1.386,0.789,0.373,0.777,0.527,2.486,0.0
WISCONSIN GAS LLC DBA WE ENERGIES,22763,Investor Owned,WI,11647.0,31.0,3112,0.0,0.0,3.0,646.0,2292.0,1125.0,904.0,2764.0,1759.0,2009.0,145.0
WISCONSIN GAS LLC DBA WE ENERGIES,22763,Investor Owned,MI,0.042,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0
"WINONA, TOWN OF",22742,Municipal Owned,TX,35.91,45.0,29,0.0,0.0,14.8,0.0,0.0,0.0,0.0,19.0,1.0,1.0,0.1
"WINNSBORO MUNICIPAL GAS SYSTEM, TOWN OF",22735,Municipal Owned,SC,140.0,37.0,41,0.0,0.0,0.0,0.0,40.0,12.0,43.0,27.0,10.0,8.0,0.0
"WINFIELD GAS DEPT, CITY OF",22725,Municipal Owned,KS,93.575,25.0,1,0.0,0.0,0.0,0.0,0.0,8.0,16.0,34.0,33.0,2.5,0.0
"WINDER NATURAL GAS SYSTEM, CITY OF",22707,Municipal Owned,GA,251.89,14.0,0,98.46,0.0,0.0,0.0,0.0,0.0,0.0,36.0,65.9,40.46,11.07
"WINCHESTER, CITY OF",22700,Municipal Owned,IL,18.338,55.0,13,0.0,0.0,0.0,13.899,0.0,0.0,1.0,1.0,2.0,0.439,0.0
WILTON GAS DEPT,22693,Municipal Owned,AL,5.0,62.0,5,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"WILSON GAS DEPT, CITY OF",22679,Municipal Owned,NC,404.43,28.0,61,0.16,0.0,0.0,32.57,26.65,16.76,48.21,136.99,108.48,32.34,2.27
"WILLOW GAS DEPT, TOWN OF",22665,Municipal Owned,OK,5.5,32.0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
SPIRE MISSISSIPPI INC,22658,Investor Owned,MS,735.72,11.0,0,643.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.84,37.57,5.27
"WILLISTON GAS DEPT, CITY OF",22651,Municipal Owned,FL,24.0,31.0,12,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,10.0,0.0
WILLIAMSPORT CORP,22623,Municipal Owned,OH,7.716,41.0,0,0.0,0.0,0.0,0.0,0.0,6.485,0.438,0.103,0.122,0.568,0.0
"WILLCOX MUNICIPAL SYSTEM, CITY OF",22609,Municipal Owned,AZ,44.1,16.0,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0
WILCOX COUNTY GAS DISTRIBUTION,22605,Municipal Owned,AL,68.0,40.0,43,0.0,0.0,0.0,0.0,43.0,0.0,1.0,3.0,9.0,10.75,1.25
WICKLIFFE NATURAL GAS SYSTEM,22602,Municipal Owned,KY,24.0,56.0,24,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
"WHITTEMORE, TOWN OF",22588,Municipal Owned,IA,4.0,56.0,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
"WHITEFACE GAS DEPT, CITY OF",22581,Municipal Owned,TX,10.82,6.0,0,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0
"WHITE HALL GAS DEPT, CITY OF",22567,Municipal Owned,IL,35.918,48.0,13,0.0,0.0,0.0,11.0,0.0,18.694,2.0,3.0,1.0,0.224,0.0
"WHITE CASTLE, TOWN OF",22546,Municipal Owned,LA,11.0,51.0,8,0.0,0.0,3.0,0.0,2.0,2.7,2.0,1.0,0.3,0.0,0.0
"WETMORE GAS DEPT, CITY OF",22532,Municipal Owned,KS,5.0,56.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTVILLE GAS COMMISSION,22525,Municipal Owned,IL,29.0,53.0,20,0.0,0.0,0.0,5.0,14.0,7.0,3.0,0.0,0.0,0.0,0.0
WESTFIELD GAS & ELECTRIC LIGHT DEPT,22511,Municipal Owned,MA,207.5,31.0,33,0.0,10.216,2.426,14.186,12.829,10.866,35.62,44.555,39.126,33.652,4.024
WESTFIELD GAS CORP,22504,Investor Owned,IN,167.0,13.0,2,22.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,57.0,59.0,12.0
"WESTLAKE, TOWN OF",22500,Municipal Owned,LA,125.0,10.0,0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0
ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),22476,Investor Owned,KY,4161.0,36.0,1405,503.1,3.9,69.2,387.2,817.3,414.2,434.2,582.5,284.8,570.2,94.4
WESTERN LEWIS RECTORVILLE GAS & WATER DISTRICT,22468,Municipal Owned,KY,28.0,0.0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST TEXAS GAS INC,22435,Investor Owned,TX,4793.102,39.0,2134,119.781,153.54,22.668,56.777,2003.956,186.732,356.752,849.084,395.864,563.191,84.76
WEST TEXAS GAS INC,22435,Investor Owned,OK,1058.799,45.0,608,0.281,55.157,8.049,0.0,580.42,80.399,48.648,137.639,41.208,94.377,12.62
WEST TENNESSEE PUBLIC UTIL DIST,22434,Municipal Owned,TN,1194.67,29.0,302,0.0,0.0,0.0,236.03,63.0,26.0,148.0,232.0,101.94,330.01,57.7
WEST POINT GAS SYSTEM,22427,Municipal Owned,GA,39.02,12.0,0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.51,12.71,0.0
WEST JEFFERSON GAS SYSTEM,22406,Municipal Owned,AL,30.0,56.0,30,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
"WEST BEND, TOWN OF, GAS",22371,Municipal Owned,IA,8.0,43.0,4,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0
WEST BATON ROUGE PARISH NATURAL GAS SYSTEM,22364,Municipal Owned,LA,196.57,40.0,84,0.0,0.0,0.0,53.0,28.0,20.0,14.0,30.65,33.0,16.72,1.2
WELLMAN MUNICIPAL GAS SYSTEM,22357,Municipal Owned,IA,13.0,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0
WELCH GAS COOP,22350,Cooperative,WV,33.75,16.0,0,15.84,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,6.91,0.0
"WEIR NATURAL GAS SYSTEM, TOWN OF",22343,Municipal Owned,MS,9.0,54.0,8,0.0,0.0,0.0,0.0,8.5,0.0,0.25,0.25,0.0,0.0,0.0
WEDOWEE UTILITIES GAS BOARD,22322,Municipal Owned,AL,59.0,26.0,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
"WAYNESBORO GAS DEPT, CITY OF",22315,Municipal Owned,TN,26.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
"WAYNESBORO NATURAL GAS SYSTEM, CITY OF",22308,Municipal Owned,GA,43.5,13.0,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.25,0.25
"WAYNE CITY GAS UTILITY, VILLAGE OF",22287,Municipal Owned,IL,11.438,48.0,9,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.438,0.0
WAYLAND MUNICIPAL GAS CO,22280,Municipal Owned,IA,13.83,30.0,5,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,2.3,4.53,0.0
WAVERLY GAS DEPT,22273,Municipal Owned,IL,11.0,62.0,10,0.0,0.0,0.0,10.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0
"WAVELAND WATER & GAS DEPT, CITY OF",22259,Municipal Owned,MS,67.0,23.0,10,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0
WATERVILLE GAS & OIL CO,22238,Privately Owned,OH,135.0,21.0,9,0.0,0.0,0.0,2.0,7.0,5.0,17.0,23.0,50.0,28.0,3.0
WATERVILLE GAS CO,22236,Privately Owned,OH,1.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
WAUKEE MUNICIPAL GAS,22235,Municipal Owned,IA,140.9,9.0,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,54.7,9.2
WATERTOWN MUNICIPAL GAS DEPT,22231,Municipal Owned,SD,245.512,37.0,74,0.0,0.0,0.0,49.954,18.0,44.0,21.0,65.0,25.043,21.481,1.032
MONROE WATER LIGHT & GAS COMMISSION,22229,Municipal Owned,GA,180.83,6.0,0,136.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,22.75,13.55
"WATERPROOF, TOWN OF",22224,Municipal Owned,LA,20.0,36.0,0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
WATERLOO MUNICIPAL GAS SYSTEM,22217,Municipal Owned,IL,94.034,26.0,16,0.0,0.0,0.0,0.0,16.178,1.0,14.0,14.656,38.0,9.152,1.048
WASHINGTON NATURAL GAS SYSTEM,22196,Municipal Owned,LA,34.0,0.0,0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUGET SOUND ENERGY,22189,Investor Owned,WA,12955.27,30.0,2377,0.0,0.0,0.0,215.18,1947.27,1431.42,1673.02,3747.68,2732.27,1148.43,60.0
WASHINGTON GAS LIGHT CO,22182,Privately Owned,VA,6487.26,32.0,1659,0.05,16.9,50.45,588.25,904.79,439.87,847.18,1639.98,1324.57,629.34,45.9
WASHINGTON GAS LIGHT CO,22182,Privately Owned,MD,6283.51,35.0,1987,9.13,56.64,76.11,602.02,1157.31,505.22,680.53,1383.04,1118.28,648.64,46.58
WASHINGTON GAS LIGHT CO,22182,Privately Owned,DC,1220.99,57.0,363,4.27,387.74,48.49,131.88,121.48,90.56,107.87,153.53,93.48,80.83,0.87
"WARREN GAS DEPT, CITY OF",22168,Municipal Owned,MN,21.843,33.0,9,1.59,0.0,0.0,0.0,9.0,0.5,1.65,1.705,0.975,6.354,0.0
WARNER ROBINS GAS SYSTEM,22154,Municipal Owned,GA,337.316,41.0,138,0.0,0.0,0.0,62.461,67.0,57.0,22.39,87.0,27.0,12.481,1.984
WANN PUBLIC WORKS AUTH,22140,Municipal Owned,OK,2.5,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
"WALTON, CITY OF",22120,Municipal Owned,KS,11.0,52.0,9,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0
"WALSENBURG, CITY OF",22112,Municipal Owned,CO,72.0,50.0,61,0.0,0.0,0.0,0.0,61.0,0.0,1.0,4.0,5.0,1.0,0.0
"WALNUT MUNICIPLE GAS SYSTEM, TOWN OF",22105,Municipal Owned,MS,169.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0
"WALNUT GROVE GAS SYSTEM, CITY OF",22098,Municipal Owned,MS,50.8,52.0,42,4.7,0.0,0.0,0.0,42.9,0.0,0.0,0.2,1.3,1.7,0.0
WALLY GAS CO INC,22091,Privately Owned,PA,8.0,33.0,1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0
"WALLER, CITY OF",22084,Municipal Owned,TX,21.0,33.0,2,0.0,0.0,0.0,0.0,2.0,0.0,14.0,1.75,1.75,0.5,1.0
"WALKER, TOWN OF",22063,Municipal Owned,LA,326.0,20.0,0,131.0,0.0,0.0,0.0,0.0,5.0,5.0,90.0,69.0,22.0,4.0
WAKITA UTILITIES AUTH,22042,Municipal Owned,OK,7.0,46.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
WAKEFIELD MUNICIPAL LIGHT DEPT,22035,Municipal Owned,MA,89.43,29.0,19,0.0,7.61,7.77,1.65,1.33,4.3,6.05,10.08,17.5,31.45,1.69
"WAGON MOUND GAS SYSTEM, VILLAGE OF",22021,Municipal Owned,NM,4.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
WADLEY GAS SYSTEMS,22014,Municipal Owned,AL,9.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRGINIA NATURAL GAS,21349,Investor Owned,VA,1.45,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.32,0.0,0.0
VIRGINIA NATURAL GAS,21349,Investor Owned,VA,5551.5,28.0,999,4.5,21.5,40.3,298.4,590.4,203.1,829.0,1677.9,865.7,922.6,98.1
"VIRGINIA DEPT OF PUBLIC UTILITY, CITY OF",21340,Municipal Owned,MN,61.106,23.0,0,10.44,0.0,0.0,0.0,0.0,3.2,13.7,9.5,14.85,8.84,0.57
"VINA GAS SYSTEM, TOWN OF",21300,Municipal Owned,AL,49.0,29.0,6,0.0,0.0,0.0,0.0,6.0,0.0,10.0,23.0,7.0,3.0,0.0
"VILLE PLATTE GAS SYSTEM, TOWN OF",21290,Municipal Owned,LA,175.0,0.0,0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITY OF VIENNA MUNICIPAL GAS SYSTEM,21260,Municipal Owned,IL,15.601,44.0,8,0.0,0.0,0.0,7.923,1.0,0.0,1.0,1.0,3.0,1.601,0.077
"VIENNA NATURAL GAS SYSTEM, CITY OF",21250,Municipal Owned,GA,27.3,48.0,19,0.0,0.0,0.0,0.0,19.3,3.0,0.0,3.0,1.0,1.0,0.0
"VIDALIA GAS DEPT, CITY OF",21240,Municipal Owned,LA,43.5,46.0,23,0.0,0.0,0.0,15.0,8.0,6.0,4.0,2.0,5.5,3.0,0.0
"VICKSBURG, CITY OF",21220,Municipal Owned,MS,177.08,48.0,98,4.03,13.0,29.0,19.0,18.0,20.0,23.0,16.0,29.0,5.85,0.2
VICI PUBLIC WORKS AUTH,21210,Municipal Owned,OK,9.0,53.0,8,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
"VERONA GAS DEPT, VILLAGE OF",21200,Municipal Owned,OH,6.28,14.0,0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.38,0.06
VERMONT GAS SYSTEMS INC,21190,Privately Owned,VT,868.32,23.0,77,0.0,0.0,0.0,0.54,71.1,40.68,123.13,178.05,242.71,205.61,6.5
VANCEBURG UTILITIES GAS DEPT,21120,Municipal Owned,KY,18.0,53.0,10,0.0,0.0,0.0,10.8,0.0,0.0,7.0,0.0,0.0,0.2,0.0
"VALLEY ENERGY, INC.",21030,Investor Owned,PA,154.637,31.0,28,0.0,0.0,0.0,15.974,9.562,19.142,21.099,45.867,18.305,19.397,5.289
"VALLEY ENERGY, INC.",21030,Investor Owned,NY,35.125,32.0,7,0.0,0.0,0.0,0.0,6.997,5.972,5.353,4.238,8.629,3.81,0.164
"UVALDE GAS DEPT, CITY OF",20320,Municipal Owned,TX,92.36,44.0,44,18.25,2.76,9.35,15.59,10.42,1.088,9.0,4.0,10.375,8.527,3.0
"UTICA, TOWN OF",20310,Municipal Owned,MS,23.0,56.0,23,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),20211,Investor Owned,VA,716.7,35.0,222,16.0,0.8,0.0,0.7,213.8,56.3,143.3,139.7,80.9,59.2,6.0
ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),20211,Investor Owned,TN,3733.2,28.0,498,16.5,0.0,0.0,104.9,352.2,275.7,772.0,993.0,613.7,526.9,78.3
UNIONVILLE MUNICIPAL NATURAL GAS SYSTEM,20190,Municipal Owned,MO,22.633,47.0,16,0.0,0.0,0.0,0.0,16.463,1.75,0.788,1.116,0.568,1.086,0.862
"UNIONTOWN GAS DEPT, CITY OF",20180,Municipal Owned,KS,12.0,48.0,9,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0
"UNION UTILITY DEPT, CITY OF",20170,Municipal Owned,SC,427.125,34.0,126,0.0,0.0,0.0,82.0,44.0,5.0,38.0,142.0,74.125,42.0,0.0
UNION SPRINGS UTILITIES BOARD,20150,Municipal Owned,AL,72.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,7.0,0.0,0.0
"UNION POINT MUNICIPAL GAS SYSTEM, CITY OF",20140,Municipal Owned,GA,25.8,34.0,9,0.0,0.0,0.0,0.0,9.5,0.0,0.0,11.0,5.3,0.0,0.0
UNION OIL & GAS INC,20120,Privately Owned,WV,252.0,28.0,22,0.0,0.0,0.0,10.0,10.0,16.0,53.0,86.0,61.0,16.0,0.0
DUKE ENERGY KENTUCKY,20110,Investor Owned,KY,1506.834,28.0,275,0.162,0.234,0.24,25.851,235.219,95.849,157.169,357.446,486.687,126.915,21.06
AMERENUE,20050,Investor Owned,MO,3412.06,29.0,771,0.0,0.0,2.06,79.91,663.73,157.85,353.41,738.0,995.78,377.32,44.0
UNICOI COUNTY MUNICIPAL UTILITY AUTH,20030,Municipal Owned,TN,145.0,37.0,50,0.0,0.0,0.0,0.0,50.0,4.0,27.0,52.0,9.0,3.0,0.0
"UNADILLA GAS SYSTEM, CITY OF",20020,Municipal Owned,GA,23.0,44.0,14,0.0,0.0,0.0,0.0,14.0,0.0,2.0,6.0,0.0,1.0,0.0
"UGI UTILITIES, INC",20010,Investor Owned,PA,2.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"UGI UTILITIES, INC",20010,Investor Owned,PA,12074.0,36.0,2749,189.0,780.0,77.0,688.0,1739.0,1126.0,1630.0,2412.0,1907.0,1427.0,99.0
"UGI UTILITIES, INC",20010,Investor Owned,PA,9.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
"UGI UTILITIES, INC",20010,Investor Owned,MD,23.0,38.0,12,0.0,0.0,0.0,0.0,12.0,1.0,2.0,1.0,4.0,1.0,2.0
TUTTLE PUBLIC WORKS AUTH,19770,Municipal Owned,OK,67.0,27.0,19,0.0,0.0,0.0,0.0,19.0,2.0,4.0,4.0,25.0,10.0,3.0
"TUSCUMBIA GAS DEPT, CITY OF",19760,Municipal Owned,AL,67.24,48.0,41,0.0,0.0,0.0,29.0,12.0,5.0,3.0,9.0,5.0,1.11,3.13
"TRUSSVILLE, UTILITIES BOARD, CITY OF",19740,Municipal Owned,AL,543.26,19.0,0,345.484,0.0,0.0,0.0,0.0,0.0,0.0,93.0,84.73,16.974,3.072
"TROY GAS SYSTEM, TOWN OF",19710,Municipal Owned,TN,12.0,55.0,8,0.0,0.0,0.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
"TRION, CITY OF",19690,Municipal Owned,GA,110.32,40.0,41,0.0,0.0,0.0,29.41,12.0,1.0,18.0,35.0,14.0,0.91,0.0
"TRINIDAD, CITY OF",19680,Municipal Owned,CO,79.062,37.0,8,0.0,0.0,0.0,0.0,0.0,53.97,4.03,4.1,12.0,4.35,0.612
TRI - COUNTY NATURAL GAS,19641,Municipal Owned,GA,107.1,38.0,67,0.0,0.0,0.0,0.0,67.0,0.0,0.0,9.0,6.3,9.8,15.0
"TOMPKINSVILLE, CITY OF",19530,Municipal Owned,KY,91.0,0.0,0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TOMBALL GAS DEPT, CITY OF",19520,Municipal Owned,TX,82.073,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,11.0,16.44,12.133,5.5
"TOLEDO, VILLAGE OF",19510,Municipal Owned,IL,15.1,52.0,13,0.0,0.0,0.0,0.0,13.0,0.5,0.5,1.0,0.0,0.1,0.0
"TOCCOA NATURAL GAS SYSTEM, CITY OF",19490,Municipal Owned,NC,60.33,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,5.1,0.98
"TOCCOA NATURAL GAS SYSTEM, CITY OF",19490,Municipal Owned,GA,379.26,16.0,0,123.27,0.0,0.0,0.0,0.0,0.0,0.0,78.0,124.5,52.77,0.72
TITONKA MUNICIPAL GAS SYSTEM,19476,Municipal Owned,IA,4.0,56.0,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
TISHOMINGO GAS SYSTEM,19475,Municipal Owned,MS,55.0,31.0,3,0.0,0.0,0.0,0.0,0.0,25.0,10.0,5.0,0.0,13.0,2.0
"TIPTON COUNTY, FIRST UTIL DIST OF",19471,Municipal Owned,TN,194.27,33.0,42,0.0,0.0,0.0,0.0,41.0,11.0,24.0,98.0,9.0,11.27,0.0
TIPTON MUNICIPAL UTILITIES,19470,Municipal Owned,IA,31.0,34.0,15,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,6.0,7.0,0.0
"TIFTON, CITY OF",19450,Municipal Owned,GA,146.84,9.0,0,104.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66,28.732,0.0
"THREE RIVERS GAS, CITY OF",19400,Municipal Owned,TX,37.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
"THOMSON GAS SYSTEM, CITY OF",19390,Municipal Owned,GA,105.85,47.0,61,0.0,0.0,0.0,54.3,6.24,5.82,9.0,9.0,11.23,10.26,0.0
"THOMASVILLE WATER & LIGHT DEPT, CITY OF",19380,Municipal Owned,GA,164.864,56.0,127,0.0,0.0,0.0,127.983,0.0,0.0,10.466,9.879,7.0,8.437,1.099
"THIBODAUX GAS DEPT, CITY OF",19360,Municipal Owned,LA,90.0,27.0,4,0.0,0.0,0.0,0.0,3.0,8.0,25.0,18.0,33.0,3.0,0.0
THEBES MUNICIPAL GAS CO,19350,Municipal Owned,IL,10.0,55.0,9,0.0,0.0,0.0,0.0,9.987,0.0,0.0,0.0,0.0,0.0,0.013
TERREBONNE PARISH CONSOLIDATED GOVERNMENT,19205,Municipal Owned,LA,429.0,22.0,34,0.0,0.0,0.0,0.0,30.0,27.0,79.0,64.0,86.0,138.0,5.0
"TAMMS MUNICIPAL GAS SYSTEM, VILLAGE OF",19070,Municipal Owned,IL,32.0,42.0,3,0.0,0.0,0.0,0.0,0.0,25.546,4.0,2.0,0.0,0.454,0.0
"TALOGA, TOWN OF",19060,Municipal Owned,OK,6.55,46.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.25,0.25,0.0
"TALLASSEE, CITY OF",19050,Municipal Owned,AL,61.0,10.0,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0
"TALLAPOOSA GAS DEPT, CITY OF",19040,Municipal Owned,GA,39.99,38.0,20,9.3,0.0,5.0,4.0,6.0,0.0,0.0,0.0,10.0,4.65,1.04
"TALLAHASSEE, CITY OF",19030,Municipal Owned,FL,952.96,29.0,16,189.97,0.0,0.0,0.0,0.0,108.0,292.0,215.0,29.0,107.54,11.45
"SYLVIA MUNICIPAL GAS DEPT, CITY OF",18800,Municipal Owned,KS,11.0,43.0,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
"SUPERIOR UTILITIES, CITY OF",18799,Municipal Owned,NE,39.51,19.0,2,5.53,0.16,0.42,0.94,0.72,1.21,1.65,1.07,19.16,8.65,0.0
CITY OF SYLVESTER,18796,Municipal Owned,GA,39.239,57.0,30,0.0,0.0,0.0,30.758,0.0,0.0,0.0,7.804,0.542,0.0,0.028
"SYLVANIA GAS SYSTEMS, CITY OF",18792,Municipal Owned,GA,52.0,61.0,48,0.0,0.0,0.0,33.0,15.0,3.0,0.0,1.0,0.0,0.0,0.0
SYLACAUGA GAS SYSTEM,18784,Municipal Owned,AL,360.7,26.0,31,0.0,0.0,0.0,9.3,19.9,17.5,53.0,149.0,66.0,45.7,0.3
SWITZERLAND COUNTY NATURAL GAS CO,18780,Investor Owned,IN,29.0,42.0,19,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,9.0,0.0,0.0
SWEETWATER BOARD OF PUBLIC UTILITES,18768,Municipal Owned,TN,67.0,8.0,0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.0,0.0
"SWEENY GAS SYSTEM, CITY OF",18764,Municipal Owned,TX,32.0,36.0,0,23.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0
SUPERIOR WATER LIGHT & POWER CO,18752,Investor Owned,WI,301.0,30.0,53,0.0,0.0,0.0,13.0,36.0,31.0,20.0,146.0,19.0,32.0,4.0
